Department,Entity,Date of Payment,Expense Type,Expense Area,Supplier,Transaction Number,Amount,Description,Supplier Post Code,Supplier Type
"Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy",27/04/2021,Consultancy Expenditure,Vaccines Taskforce - Vaccines Taskforce,Alexander Mann Solutions Ltd,391372,7391.16,Mf Devolved Admin-consultancy Expenditure,EC2N 3AQ,VENDOR
"Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy",27/04/2021,Consultancy Expenditure,Vaccines Taskforce - Vaccines Taskforce,Alexander Mann Solutions Ltd,391375,12287.82,Mf Devolved Admin-consultancy Expenditure,EC2N 3AQ,VENDOR
"Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy",30/04/2021,R & D Clinical Trials,Vaccines Taskforce - Vaccines Taskforce,Hvivo Services Ltd,391721,12090,Vtf - Human Challenge-r & D Clinical Trials,E1 2AX,VENDOR
"Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy",30/04/2021,R & D Clinical Trials,Vaccines Taskforce - Vaccines Taskforce,Hvivo Services Ltd,391722,36032.4,Vtf - Human Challenge-r & D Clinical Trials,E1 2AX,VENDOR
"Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy",12/04/2021,Consultancy Expenditure,Vaccines Taskforce - Vaccines Taskforce,Bryden Wood Technology Ltd,388955,7816.8,Mf Devolved Admin-consultancy Expenditure,WC1X 8AL,VENDOR
"Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy",07/04/2021,Consultancy Expenditure,Vaccines Taskforce - Vaccines Taskforce,Alexander Mann Solutions Ltd,389144,8315.1,Mf Devolved Admin-consultancy Expenditure,EC2N 3AQ,VENDOR
"Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy",07/04/2021,Consultancy Expenditure,Vaccines Taskforce - Vaccines Taskforce,Alexander Mann Solutions Ltd,389186,6159.3,Mf Devolved Admin-consultancy Expenditure,EC2N 3AQ,VENDOR
"Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy",09/04/2021,Stationery,Vaccines Taskforce - Vaccines Taskforce,"Personal Expense, Name Withheld",389589,55,Mf Devolved Admin-stationery,,EMPLOYEE
"Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy",19/04/2021,Consultancy Expenditure,Vaccines Taskforce - Vaccines Taskforce,Alexander Mann Solutions Ltd,389905,6652.08,Mf Devolved Admin-consultancy Expenditure,EC2N 3AQ,VENDOR
"Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy",19/04/2021,Consultancy Expenditure,Vaccines Taskforce - Vaccines Taskforce,Alexander Mann Solutions Ltd,389987,4927.44,Mf Devolved Admin-consultancy Expenditure,EC2N 3AQ,VENDOR
"Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy",16/04/2021,Stationery,Vaccines Taskforce - Vaccines Taskforce,"Personal Expense, Name Withheld",390384,27.99,Mf Devolved Admin-stationery,,EMPLOYEE
"Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy",19/04/2021,Consultancy Expenditure,Vaccines Taskforce - Vaccines Taskforce,Alexander Mann Solutions Ltd,390565,6652.08,Mf Devolved Admin-consultancy Expenditure,EC2N 3AQ,VENDOR
"Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy",20/04/2021,Stationery,Vaccines Taskforce - Vaccines Taskforce,"Personal Expense, Name Withheld",390750,103.2,Core Beis - Vaccine Taskforce-stationery,,EMPLOYEE
"Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy",27/04/2021,Consultancy Expenditure,Vaccines Taskforce - Vaccines Taskforce,Imperial College Of Science Technology And Medicine,391132,-23931.72,Mf Devolved Admin-consultancy Expenditure,SW7 2AZ,VENDOR
"Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy",27/04/2021,Consultancy Expenditure,Vaccines Taskforce - Vaccines Taskforce,Imperial College Of Science Technology And Medicine,391132,52649.78,Mf Devolved Admin-consultancy Expenditure,SW7 2AZ,VENDOR
"Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy",27/04/2021,Consultancy Expenditure,Vaccines Taskforce - Vaccines Taskforce,Alexander Mann Solutions Ltd,391338,8315.1,Mf Devolved Admin-consultancy Expenditure,EC2N 3AQ,VENDOR
"Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy",27/04/2021,Consultancy Expenditure,Vaccines Taskforce - Vaccines Taskforce,Alexander Mann Solutions Ltd,391360,11086.74,Mf Devolved Admin-consultancy Expenditure,EC2N 3AQ,VENDOR
"Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy",01/04/2021,Other Technical Professional Services,"Business Sectors - Professional Business Services, Retail And Post",D A Languages Ltd,388743,384.1,Mf Devolved Admin-other Technical Professional Services,M32 0FP,VENDOR
"Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy",06/04/2021,Other Professional Services,"Business Sectors - Professional Business Services, Retail And Post",Realise (Europe) Ltd,388956,2925,Mf Devolved Admin-other Professional Services,BN17 5JH,VENDOR
"Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy",13/04/2021,Other Technical Professional Services,"Business Sectors - Professional Business Services, Retail And Post",D A Languages Ltd,389818,124.2,Mf Devolved Admin-other Technical Professional Services,M32 0FP,VENDOR
"Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy",13/04/2021,Other Technical Professional Services,"Business Sectors - Professional Business Services, Retail And Post",D A Languages Ltd,389821,110.4,Mf Devolved Admin-other Technical Professional Services,M32 0FP,VENDOR
"Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy",13/04/2021,Other Technical Professional Services,"Business Sectors - Professional Business Services, Retail And Post",D A Languages Ltd,389823,154.1,Mf Devolved Admin-other Technical Professional Services,M32 0FP,VENDOR
"Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy",13/04/2021,Other Technical Professional Services,"Business Sectors - Professional Business Services, Retail And Post",D A Languages Ltd,389824,-110.4,Mf Devolved Admin-other Technical Professional Services,M32 0FP,VENDOR
"Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy",13/04/2021,Other Technical Professional Services,"Business Sectors - Professional Business Services, Retail And Post",D A Languages Ltd,389824,213.9,Mf Devolved Admin-other Technical Professional Services,M32 0FP,VENDOR
"Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy",13/04/2021,External Legal Advice And Service,"Business Sectors - Professional Business Services, Retail And Post",39 Essex Chambers Llp,389973,4620,Mf Devolved Admin-external Legal Advice And Service,WC2A 1DD,VENDOR
"Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy",13/04/2021,External Legal Advice And Service,"Business Sectors - Professional Business Services, Retail And Post",39 Essex Chambers Llp,389974,7043.25,Mf Devolved Admin-external Legal Advice And Service,WC2A 1DD,VENDOR
"Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy",29/04/2021,Consultancy Expenditure,"Business Sectors - Professional Business Services, Retail And Post",Solirius Ltd T/A Solirius Consulting,391590,12900,Mf Devolved Admin-consultancy Expenditure,EC3A 2AD,VENDOR
"Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy",01/04/2021,Additions - Shares And Equities - Public Corporations,"Business Sectors - Professional Business Services, Retail And Post",Post Office Limited,388582,61000000,Po: Network Reforms-additions - Shares And Equities - Public Corporations,S49 1PF,VENDOR
"Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy",01/04/2021,Subsidies To Public Corporations (Pcs),"Business Sectors - Professional Business Services, Retail And Post",Post Office Limited,388583,-12500,Po: Network Reforms-subsidies To Public Corporations (Pcs),S49 1PF,VENDOR
"Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy",01/04/2021,Subsidies To Public Corporations (Pcs),"Business Sectors - Professional Business Services, Retail And Post",Post Office Limited,388583,12512500,Po: Network Reforms-subsidies To Public Corporations (Pcs),S49 1PF,VENDOR
"Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy",01/04/2021,Additions - Other Loans - Public Corporations,"Business Sectors - Professional Business Services, Retail And Post",Post Office Limited,388721,52000000,Po: Network Reforms-additions - Other Loans - Public Corporations,S49 1PF,VENDOR
"Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy",07/04/2021,Interest Receivable - Pcs - Loans (Consolidated Fund),"Business Sectors - Professional Business Services, Retail And Post",Post Office Limited,389259,-6434.25,Pol: Interest On Loans-interest Receivable - Pcs - Loans (Consolidated Fund),S49 1PF,VENDOR
"Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy",07/04/2021,Additions - Other Loans - Public Corporations,"Business Sectors - Professional Business Services, Retail And Post",Post Office Limited,389259,7000000,Pol: Voted Loans-additions - Other Loans - Public Corporations,S49 1PF,VENDOR
"Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy",12/04/2021,Interest Receivable - Pcs - Loans (Consolidated Fund),"Business Sectors - Professional Business Services, Retail And Post",Post Office Limited,389744,-18624.66,Pol: Interest On Loans-interest Receivable - Pcs - Loans (Consolidated Fund),S49 1PF,VENDOR
"Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy",12/04/2021,Additions - Other Loans - Public Corporations,"Business Sectors - Professional Business Services, Retail And Post",Post Office Limited,389744,10000000,Pol: Voted Loans-additions - Other Loans - Public Corporations,S49 1PF,VENDOR
"Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy",22/04/2021,Interest Receivable - Pcs - Loans (Consolidated Fund),"Business Sectors - Professional Business Services, Retail And Post",Post Office Limited,391021,-4520.55,Pol: Interest On Loans-interest Receivable - Pcs - Loans (Consolidated Fund),S49 1PF,VENDOR
"Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy",22/04/2021,Additions - Other Loans - Public Corporations,"Business Sectors - Professional Business Services, Retail And Post",Post Office Limited,391021,11000000,Pol: Voted Loans-additions - Other Loans - Public Corporations,S49 1PF,VENDOR
"Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy",23/04/2021,Interest Receivable - Pcs - Loans (Consolidated Fund),"Business Sectors - Professional Business Services, Retail And Post",Post Office Limited,391094,-4686.3,Pol: Interest On Loans-interest Receivable - Pcs - Loans (Consolidated Fund),S49 1PF,VENDOR
"Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy",23/04/2021,Additions - Other Loans - Public Corporations,"Business Sectors - Professional Business Services, Retail And Post",Post Office Limited,391094,20000000,Pol: Voted Loans-additions - Other Loans - Public Corporations,S49 1PF,VENDOR
"Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy",26/04/2021,Interest Receivable - Pcs - Loans (Consolidated Fund),"Business Sectors - Professional Business Services, Retail And Post",Post Office Limited,391262,-14963.01,Pol: Interest On Loans-interest Receivable - Pcs - Loans (Consolidated Fund),S49 1PF,VENDOR
"Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy",26/04/2021,Additions - Other Loans - Public Corporations,"Business Sectors - Professional Business Services, Retail And Post",Post Office Limited,391262,9000000,Pol: Voted Loans-additions - Other Loans - Public Corporations,S49 1PF,VENDOR
"Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy",28/04/2021,Interest Receivable - Pcs - Loans (Consolidated Fund),"Business Sectors - Professional Business Services, Retail And Post",Post Office Limited,391531,-5093.15,Pol: Interest On Loans-interest Receivable - Pcs - Loans (Consolidated Fund),S49 1PF,VENDOR
"Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy",28/04/2021,Additions - Other Loans - Public Corporations,"Business Sectors - Professional Business Services, Retail And Post",Post Office Limited,391531,14000000,Pol: Voted Loans-additions - Other Loans - Public Corporations,S49 1PF,VENDOR
"Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy",29/04/2021,Interest Receivable - Pcs - Loans (Consolidated Fund),"Business Sectors - Professional Business Services, Retail And Post",Post Office Limited,391675,-5304.11,Pol: Interest On Loans-interest Receivable - Pcs - Loans (Consolidated Fund),S49 1PF,VENDOR
"Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy",29/04/2021,Additions - Other Loans - Public Corporations,"Business Sectors - Professional Business Services, Retail And Post",Post Office Limited,391675,37000000,Pol: Voted Loans-additions - Other Loans - Public Corporations,S49 1PF,VENDOR
"Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy",30/04/2021,Interest Receivable - Pcs - Loans (Consolidated Fund),"Business Sectors - Professional Business Services, Retail And Post",Post Office Limited,391781,-5861.64,Pol: Interest On Loans-interest Receivable - Pcs - Loans (Consolidated Fund),S49 1PF,VENDOR
"Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy",30/04/2021,Additions - Other Loans - Public Corporations,"Business Sectors - Professional Business Services, Retail And Post",Post Office Limited,391781,27000000,Pol: Voted Loans-additions - Other Loans - Public Corporations,S49 1PF,VENDOR
"Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy",01/04/2021,Stationery,"Industrial Strategy, Science And Innovation - Science And Research","Personal Expense, Name Withheld",388480,199.99,Mf Devolved Admin-stationery,,EMPLOYEE
"Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy",15/04/2021,Stationery,"Industrial Strategy, Science And Innovation - Science And Research","Personal Expense, Name Withheld",390287,234.49,Mf Devolved Admin-stationery,,EMPLOYEE
